2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6014 : Initializing session [s_m_q3] at [Mon Mar 03 17:02:03 2025].
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6683 : Repository Name: [REP]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6684 : Server Name: [IS]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6686 : Folder: [Retail]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6685 : Workflow: [wf_m_q3] Run Instance Name: [] Run Id: [4]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6992 : Operating System Type [NT]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6101 : Mapping name: m_q3.
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6964 : Date format for the Session is [MM/DD/YYYY HH24:MI:SS.US]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6708 : Using configuration property [EnableDataEncryption,no]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6708 : Using configuration property [StoreHAPersistenceInDB,no]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : TM_6703 : Session [s_m_q3] is run by 64-bit Integration Service  [node01], version [10.5.2], build [0322].
2025-03-03 17:02:03 : INFO : (8732 | MANAGER) : (IS | IS) : node01 : PETL_24091 : Thread [MANAGER] has the ID [1].
2025-03-03 17:02:03 : INFO : (8732 | MANAGER) : (IS | IS) : node01 : PETL_24058 : Running Partition Group [1].
2025-03-03 17:02:03 : INFO : (8732 | MANAGER) : (IS | IS) : node01 : PETL_24000 : Parallel Pipeline Engine initializing.
2025-03-03 17:02:03 : INFO : (8732 | MONITOR) : (IS | IS) : node01 : PETL_24091 : Thread [MONITOR] has the ID [2].
2025-03-03 17:02:03 : INFO : (8732 | MANAGER) : (IS | IS) : node01 : PETL_24001 : Parallel Pipeline Engine running.
2025-03-03 17:02:03 : INFO : (8732 | MANAGER) : (IS | IS) : node01 : PETL_24003 : Initializing session run.
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : PETL_24091 : Thread [MAPPING] has the ID [3].
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : CMN_1569 : Server Mode: [ASCII]
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : CMN_1570 : Server Code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TM_6151 : The session sort order is [Binary].
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : CMN_65110 : Current Timezone:[UTC +5:30]
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : CMN_65112 : Current Process ID:[8732]
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TM_6156 : Using low precision processing.
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TM_6180 : Deadlock retry logic will not be implemented.
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TM_6187 : Session target-based commit interval is [10000].
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TM_6307 : DTM error log disabled. 
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TE_7022 : TShmWriter: Initialized
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TM_6007 : DTM initialized successfully for session [s_m_q3]
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : PETL_24033 : All DTM Connection Info: [<NONE>].
2025-03-03 17:02:03 : INFO : (8732 | MANAGER) : (IS | IS) : node01 : PETL_24004 : PETL_24004 Starting pre-session tasks. : (Mon Mar 03 17:02:03 2025)
2025-03-03 17:02:03 : INFO : (8732 | PRE-SESS) : (IS | IS) : node01 : PETL_24091 : Thread [PRE-SESS] has the ID [4].
2025-03-03 17:02:03 : INFO : (8732 | MANAGER) : (IS | IS) : node01 : PETL_24027 : PETL_24027 Pre-session task completed successfully. : (Mon Mar 03 17:02:03 2025)
2025-03-03 17:02:03 : INFO : (8732 | DIRECTOR) : (IS | IS) : node01 : PETL_24006 : Starting data movement.
2025-03-03 17:02:03 : INFO : (8732 | MAPPING) : (IS | IS) : node01 : TM_6660 : Total Buffer Pool size is 1285184 bytes and Block size is 65536 bytes.
2025-03-03 17:02:03 : INFO : (8732 | READER_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [READER_1_1_1] has the ID [5].
2025-03-03 17:02:03 : INFO : (8732 | READER_1_1_1) : (IS | IS) : node01 : DBG_21437 : Reader: Source is a file-based source.
2025-03-03 17:02:03 : INFO : (8732 | READER_1_1_1) : (IS | IS) : node01 : FR_3118 : source [SQ_Retail_Source_DATA_1] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
2025-03-03 17:02:03 : INFO : (8732 | READER_1_1_1) : (IS | IS) : node01 : FR_3071 : Maximum Line sequential buffer length is 1026.
2025-03-03 17:02:03 : INFO : (8732 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2025-03-03 17:02:03 : INFO : (8732 | TRANSF_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [TRANSF_1_1_1] has the ID [6].
2025-03-03 17:02:03 : INFO : (8732 | WRITER_1_*_1) : (IS | IS) : node01 : PETL_24091 : Thread [WRITER_1_*_1] has the ID [7].
2025-03-03 17:02:03 : INFO : (8732 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8124 : Target Table TARGET_q3 :Writing output to: C:\Users\Administrator\Documents\Retail_HandsOnExercises\q3.txt
2025-03-03 17:02:03 : INFO : (8732 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8222 : Target file [C:\Users\Administrator\Documents\Retail_HandsOnExercises\q3.txt] code page: [MS Windows Latin 1 (ANSI), superset of Latin1]
